x,y,label1,label2,label3,task
0.519200938,-1.205492855,-0.033270166,-1.971268656,0.900545049,0
0.227920506,-1.803705466,-1.601252979,-0.001076566,0.490766424,0
-1.036523948,-0.85495892,-1.134863409,-1.75068447,0.040861112,0
-0.533706688,0.759011327,-2.629656226,-1.420106756,-1.354871878,0
-0.350365858,0.811875014,-2.046686763,-2.453580603,-0.297889081,0
-1.805234834,-0.463487842,-2.817071928,-0.069757629,-0.074182305,0
1.46371909,-0.327779804,-0.417306677,-0.362102027,1.499140552,0
-0.79789822,1.199377446,-3.049888826,-1.6994274,0.515900948,0
0.7015776,-1.317313067,-0.443663668,-1.466860481,1.168308826,0
-1.340869237,-0.746943268,-2.141832599,-0.183045957,-1.219184396,0
-0.947789279,0.627627888,-2.363467207,-1.389950845,-1.006349183,0
-0.71076289,0.927883777,-3.137246731,-2.09496257,1.551298074,0
-1.291178864,0.228034276,-1.973175446,-1.908449137,0.310980382,0
1.112629251,-1.269073675,-0.385163063,-0.318986142,-0.768719692,0
-1.402631691,0.353076612,-2.302137005,-1.675986734,0.443871366,0
-0.350408406,-0.465301352,-0.21733941,-1.865867039,-1.534707581,0
-1.480986204,0.185953891,-2.387546726,-1.591055109,0.786325301,0
-0.861847411,-0.451062134,-0.764102429,-2.048605501,-0.596952918,0
0.196194852,-1.72315054,-1.113473916,-0.162013164,-0.730798016,0
-0.516303285,-1.781120265,-1.800433052,-0.194522404,0.26246221,0
-1.323632937,0.779605199,-2.704682877,-1.444410756,0.26592212,0
-0.493376199,0.913493364,-2.967629095,-1.162156561,-1.4024642,0
0.154779898,-1.587672723,-0.696894486,-0.822502535,-0.577747604,0
-0.230576821,0.506764351,-1.589778351,-2.361895012,-1.23059842,0
-1.331738205,-0.320438883,-1.718155101,-1.845206501,0.538754541,0
0.039906101,0.824225614,-2.217723571,-2.72383766,-0.123548259,0
-0.379978016,0.505770997,-0.242667266,-2.996039396,-1.133896542,0
-1.750255839,0.013732271,-2.619938028,-0.621738908,-0.265979311,0
0.687055778,-0.114274569,-2.461572113,-3.135729961,-1.063327112,0
-0.491742187,0.778235045,-2.372249664,-1.811816669,-0.979876472,0
-0.652681564,0.345486957,-1.018852591,-2.52551933,-0.680242408,0
-0.459091784,0.28225181,-0.653829615,-2.54514821,-1.208932315,0
-0.081869331,-1.078818088,-0.106350936,-2.407999751,0.862955438,0
-0.612653707,0.392757923,-1.958025057,-1.680629708,-1.453120464,0
-0.145482187,-0.877700477,-0.025477282,-1.70294643,-1.148980943,0
0.96339854,-0.957275358,-0.172703474,-1.619321072,1.514393015,0
-0.318011921,1.048179472,-2.994546153,-1.451133843,-1.022406241,0
-0.472867283,0.848760793,-2.185924279,-2.28476298,-0.266617911,0
-1.261538506,0.781598248,-2.639423875,-1.302572843,-0.282768963,0
-0.126916526,0.629998525,-1.494204891,-2.669232115,-0.894690233,0
-0.627155246,-1.63206326,-1.383298519,-0.704503563,-0.156478076,0
-1.257605225,0.77433156,-2.632276834,-1.289469981,-0.326022701,0
1.265734814,-0.819969457,-0.451521698,-0.865420179,1.503443727,0
0.669644388,0.408357669,-2.935488885,-3.008089616,0.148051351,0
0.356684343,0.491735904,-2.933777989,-2.200415134,-1.227937706,0
-0.7309073,0.485583147,-2.308945884,-1.342451164,-1.511848862,0
0.431933364,-1.383379923,-0.49368593,-0.624216779,-1.101869099,0
-0.342402248,-1.055035926,-0.57166523,-2.33695477,1.157529414,0
-1.271846247,0.779867725,-2.819850342,-0.859661263,-0.803575745,0
0.620962771,0.194504176,-2.650299874,-2.845053212,-0.876755157,0
-1.110323854,0.817433536,-2.553703619,-1.472708421,-0.346657603,0
-1.033124311,1.152026385,-3.030498285,-1.182555571,-0.255998183,0
-1.148529517,-0.982338743,-1.789443512,-1.444386448,1.108588925,0
-0.982530556,-0.681840046,-1.539327457,-2.100004178,1.404702264,0
-0.50899588,-1.434841476,-1.457141375,-0.105623033,-1.285292807,0
0.901266606,-1.524555363,-1.000934948,-0.401582457,0.767857255,0
-1.522344277,-0.8138485,-2.269498792,-0.21890304,-0.721268411,0
0.441163874,0.683922354,-2.736765248,-2.65946555,-0.276155524,0
-1.225967718,-1.314101456,-1.907965633,-0.65957152,0.169038109,0
-0.294232805,-0.700441993,-0.136955461,-1.771838936,-1.314530709,0
-0.132666343,0.59724198,-0.301643302,-3.063991294,-1.414185562,0
0.180835606,0.583416001,-2.112028648,-2.552068884,-1.020918586,0
-0.770516263,-0.984996379,-1.433175876,-0.544267492,-1.529752317,0
-0.676516308,0.640026773,-1.838281361,-2.240346689,-0.453713324,0
-1.292305825,-0.697199722,-1.706163088,-0.970249917,-0.746626851,0
-0.434192879,-1.804952539,-1.700845816,-0.063010965,-0.190917692,0
-0.710509904,-0.993021133,-0.866552926,-1.40994107,-0.814648748,0
-1.084193608,-0.920929724,-1.888017634,-0.19872663,-1.433087232,0
0.345407777,-1.089957688,-0.30145343,-0.767370424,-1.551718912,0
-1.24049687,0.887515403,-2.88596252,-0.921379138,-0.658594089,0
-0.750473526,-0.146587671,-1.216214964,-2.926688303,1.400418669,0
-0.365733721,0.692656565,-2.580567138,-2.881239226,1.449271805,0
-0.364724024,1.121438365,-3.129465002,-1.270594024,-1.046446421,0
-0.070477774,-1.210540124,-0.091949884,-2.038710838,0.155484822,0
-0.986867762,-1.46100516,-2.197846649,-0.316087595,0.800025281,0
-0.617281833,0.414711882,-1.744880496,-1.924378047,-1.202555003,0
-1.00282278,0.154662059,-2.085696243,-2.438355073,1.499229,0
-0.632484052,-0.827970267,-0.374860732,-2.130740094,-0.293866712,0
1.605566291,-0.49429481,-0.370577839,-0.380429274,1.076042437,0
-1.45619297,0.518548541,-2.827389215,-0.499162793,-0.992079364,0
-0.58093775,-1.740891159,-2.008905369,-0.01807612,0.401317143,0
1.638440824,-0.249446885,-0.235723398,-0.388739011,1.139439677,0
-1.201491893,0.349009151,-1.94801692,-1.90722885,0.007644578,0
-1.624565266,-0.722286639,-2.250891928,-0.742181771,0.171723834,0
1.082578438,-1.287645988,-0.956220864,-0.357706589,1.066657348,0
-0.218820104,-1.672249156,-0.995001029,-0.990949536,0.025103256,0
0.806264848,-1.088464547,-0.12885958,-0.604463008,-1.300727632,0
-0.823980699,-1.672301665,-2.02516849,-0.061219107,0.123222218,0
-1.083309212,-1.185559543,-2.020964907,-0.974084496,1.194984555,0
-0.778880233,1.267577603,-3.09029515,-1.494359008,0.106127602,0
-1.265226125,-0.509845037,-2.185076942,-0.205836764,-1.536726833,0
-0.389462307,0.60652203,-1.730101311,-3.133966099,0.900770393,0
-1.382240361,-0.576299182,-2.60170022,-0.907399117,1.521441434,0
0.032916505,0.710771536,-2.394499167,-2.261169112,-0.967324269,0
-0.676123829,-1.009799988,-0.789204965,-1.489143572,-0.735577481,0
-0.959938801,0.501334323,-1.965706514,-2.390370165,0.619916421,0
-0.684623109,0.659503093,-1.950750294,-2.633510655,0.574878467,0
-0.88517322,0.380082535,-2.285706904,-1.157828984,-1.533108136,0
1.495487457,-0.435530587,-0.371586912,-0.490803333,1.396506822,0
1.158355278,-1.248422847,-0.505202272,-0.860437638,0.877635003,0
0.474109109,-1.551999416,-0.846002316,-1.097831474,1.035853212,0
-0.499009642,-1.213975092,-0.974621739,-1.930504307,1.147650269,0
0.431751923,0.646742668,-2.408281294,-3.038986077,0.094878963,0
1.706071808,-0.668849023,-0.154086917,-0.17014253,-0.309181969,0
-1.256975379,0.69222773,-2.808878655,-0.725453445,-1.049089727,0
-1.461111538,-1.104825318,-2.358016485,-0.005477941,-0.412570357,0
-0.497579191,-0.66646296,-0.025097419,-2.888546138,0.724264513,0
-1.264813424,0.334709338,-2.20993367,-1.26173102,-0.793154263,0
-0.262923506,-1.138308726,-0.298613579,-2.235317976,0.62441005,0
-0.185303862,0.85555379,-2.572490123,-2.790463309,0.912585709,0
0.736676215,-1.236577411,-0.097478265,-1.705413589,0.861806375,0
-0.35730108,-1.082634544,-0.664303865,-1.174105432,-1.212554857,0
0.436351739,-1.752927299,-0.951911239,-0.436002979,-0.202953477,0
-1.776103728,0.298280369,-2.891766663,-0.597865219,0.027273307,0
-0.770512104,-0.260303457,-0.720741835,-2.097121871,-0.901860925,0
0.672911881,-0.316177343,-3.105692234,-3.135781595,-0.613745371,0
0.698597579,-1.663099214,-0.862070729,-0.622417438,0.396311149,0
0.713390439,-0.071805886,-2.973746212,-3.00876296,-0.624745964,0
-1.49053559,0.32136799,-2.725370474,-0.424712813,-1.091502865,0
-0.143933055,0.910489141,-2.412007579,-2.36954797,-0.296893609,0
-0.484701302,-1.786902344,-1.862206781,-0.100920475,0.303327153,0
-0.337557377,0.791868329,-2.886805123,-2.717539791,1.538438569,0
-1.53936748,-0.695874339,-2.094986291,-0.664682136,-0.457990375,0
-1.434215688,0.104605794,-2.679946152,-0.182646901,-1.412403505,0
-0.542671105,0.82453253,-2.194092599,-2.536016158,0.418198548,0
-0.850470372,-1.45765214,-2.318124202,-0.130731078,0.999276237,0
-0.911142087,-1.383906726,-1.7085848,-0.232016921,-0.909099227,0
0.06527549,-1.570738552,-1.511623962,-0.642220089,1.369300465,0
-1.706646925,0.459918894,-2.899826845,-0.640287172,-0.148997754,0
-0.319535889,-1.110528842,-0.628959778,-2.244586864,1.180209724,0
-0.979609686,1.146888251,-3.001438976,-1.524353726,0.341063267,0
-1.34257073,-0.329084532,-1.696912787,-1.795799259,0.401938209,0
-0.575554036,0.780883461,-2.522528375,-1.552577343,-1.152430945,0
-1.088287338,-1.223619513,-1.976524224,-0.96628115,1.085105129,0
-1.515912198,0.142789651,-2.284497369,-1.514684408,0.456268241,0
-1.024300751,-1.018258036,-1.295593956,-1.693844993,0.533585214,0
-0.049814733,-1.555641248,-1.967224046,-0.024008677,1.273364195,0
-1.101821923,0.242098806,-2.326592631,-2.208840372,1.497777208,0
-0.450961463,-0.925921866,-0.699294768,-1.265602985,-1.322712687,0
1.160162527,-1.368266314,-0.695248918,-0.527251758,0.61420124,0
0.644131655,0.402918887,-2.962999154,-3.123887103,0.445676772,0
-1.58969858,0.623668848,-2.958260745,-0.553106073,-0.511985577,0
-1.044480397,0.774756296,-2.39470468,-1.744800531,-0.137750581,0
-0.042114087,-1.743195372,-1.030292199,-0.713365317,-0.167998782,0
-0.502244506,1.067956061,-2.728527257,-2.179152819,0.426921476,0
-0.651622011,0.688316591,-2.410773402,-1.52484426,-1.219767546,0
-0.886530201,0.836097179,-2.778788034,-2.119595206,1.181371978,0
-1.077409466,1.050130077,-3.103779744,-0.751583003,-0.876309744,0
0.31291912,0.344804635,-2.729870502,-2.301268953,-1.443554957,0
-1.202705851,0.414695835,-2.346169059,-1.107931698,-1.027299668,0
-1.731886228,-0.222679148,-2.446795147,-0.83427568,0.090920174,0
-1.512056831,-0.001459776,-2.350096696,-1.526674667,0.886263811,0
0.606387147,0.047254551,-2.927731643,-2.754764767,-1.011112239,0
-1.393494337,-0.4708019,-1.794491162,-1.636599536,0.523609552,0
0.725970741,-0.176027661,-3.092564756,-3.09504344,-0.464535347,0
-0.263775691,-1.74348539,-1.198579614,-0.688705028,-0.094438979,0
0.328012676,0.769665964,-3.03768576,-2.103600406,-0.845285255,0
-0.666253095,0.745504938,-2.410405407,-2.550395278,1.051201733,0
-1.256533475,0.128850846,-2.115231564,-2.053932284,1.050663873,0
-1.047542314,-1.07200616,-1.714799404,-1.451746686,1.161103045,0
-0.42405239,0.284265086,-0.410013874,-2.647325542,-1.290814489,0
1.392063601,-1.09923586,-0.171840301,-0.722594145,0.057404023,0
-1.562872512,0.633761683,-2.828643121,-0.901841291,-0.148958445,0
0.674018127,-1.431546815,-0.222137564,-1.243866363,0.00138614,0
-0.3484588,0.585584211,-1.880998754,-2.168908814,-1.106559539,0
-1.223014316,0.533460997,-2.559668141,-0.922922967,-1.079048632,0
-0.27481506,-1.660451739,-1.211194846,-1.066125381,0.700473762,0
-0.709752429,-0.284203636,-0.080876493,-3.094156585,0.48638377,0
0.329742123,-1.116079517,-0.030332072,-2.239975316,1.112016178,0
-1.443738489,-0.769162754,-1.856511313,-1.009541521,-0.195790689,0
0.594409611,0.452468476,-2.997056424,-3.13179259,0.620224422,0
-0.369354543,0.787308615,-2.292332492,-2.024248852,-0.85822745,0
-0.444065597,0.366489556,-0.857515739,-2.552304243,-1.113056843,0
0.073752885,-1.440573703,-0.438091408,-1.248633124,-0.484396382,0
0.080927887,0.594130203,-1.390566953,-2.820551989,-1.073156329,0
-1.206965591,-1.002919557,-1.563289625,-1.042375549,-0.387869641,0
1.56459753,-0.599920478,-0.180378941,-0.751767682,1.053159993,0
-0.160712476,-1.053979176,-0.324334387,-2.419998532,1.137994802,0
0.355343326,0.576488648,-1.281045921,-3.105404811,-1.114447938,0
-1.525305566,-0.569423743,-2.278208945,-0.310706295,-0.931916304,0
-0.958198853,-0.149645533,-1.423503064,-1.56389896,-1.14159124,0
-0.720702255,-0.124547299,-0.101176022,-2.734448134,-0.551152831,0
1.166940719,-1.322093845,-0.328654937,-0.785028175,0.125898069,0
-1.171183342,-0.492515344,-1.938965667,-0.558146405,-1.485353857,0
0.617837809,-1.759126258,-1.243700599,-0.038556308,0.117360371,0
-0.080274138,0.740714585,-2.729135064,-1.810281313,-1.304767289,0
-1.3363428,-0.090226338,-1.830020526,-1.427486111,-0.519065859,0
0.461932167,0.634502191,-2.662956229,-2.713656189,-0.338815107,0
-0.190743475,-1.121864038,-0.538290178,-2.264244295,1.252519103,0
-1.586037642,-0.764380619,-2.221753075,-0.49505491,-0.369926486,0
-1.258096347,-0.983484812,-1.722152975,-0.777251894,-0.621309377,0
1.451832589,0.407505044,-0.017590438,-0.193843946,1.437250669,0
0.539234265,-1.363511418,-0.100639141,-1.585964774,0.241957483,0
0.128436959,-1.747926886,-0.943812784,-0.788859601,0.031627247,0
-0.914005671,-0.327783651,-0.782995279,-2.536008638,0.288571811,0
-0.177519149,-1.133780915,-0.187836801,-2.272342942,0.618647355,0
1.23530614,-1.200624849,-0.416922629,-0.161219682,-0.767538798,0
-0.866068262,-0.525703009,-1.149830144,-2.509518832,1.197245347,0
1.753131883,-0.54771153,-0.045580024,-0.28728825,-0.167194598,0
-0.674077573,-1.441234064,-1.407187595,-0.446427339,-0.926852478,0
0.936750017,-1.441383348,-0.581299949,-0.268664269,-0.71079943,0
-1.596876411,0.153665294,-2.37074883,-1.159087617,-0.067512973,0
-0.280531889,0.671549796,-1.820428955,-2.403474542,-0.810360905,0
0.400566865,0.688860576,-2.918948679,-2.971497842,0.704122085,0
-1.483069077,-0.606450504,-2.446055204,-0.999033343,1.193816511,0
-0.476742549,-0.959055421,-0.4893503,-2.427825087,0.893226246,0
-0.380726778,0.515176384,-0.711710397,-2.843902258,-0.919727738,0
-0.79148125,-0.123936438,-0.32024655,-2.781389145,-0.168720352,0
0.242512196,-1.760640997,-1.028613005,-0.388555184,-0.405332408,0
-0.904654057,0.330321217,-1.479878858,-2.237600751,-0.36587198,0
-1.617238457,0.401912304,-2.773034939,-0.587210732,-0.61061056,0
-0.255205574,-1.238641113,-0.44885531,-1.470269435,-0.646578178,0
-1.149729595,-0.773928498,-1.810479886,-1.688661221,1.309856328,0
0.823102456,-1.318615876,-0.062950208,-1.373853707,0.16896772,0
-0.284353866,0.453759427,-1.705700207,-2.179577626,-1.37860296,0
-1.622253975,-0.655995855,-2.777689406,-0.357372071,0.851408822,0
-0.717003846,0.332093537,-1.663093479,-1.87445796,-1.163939759,0
-1.576353542,0.519368349,-2.957699772,-0.346844599,-0.826357126,0
-0.111117349,0.560074182,-0.441139813,-2.979495496,-1.425094513,0
-1.222442439,0.068994292,-2.289429122,-2.014454526,1.455563224,0
0.291344675,0.428850411,-2.610583679,-2.330168025,-1.325594207,0
-1.105567869,-0.691537643,-1.316069932,-1.411323791,-0.627164442,0
-0.758799865,-0.466410799,-0.817178773,-1.782999839,-1.066898784,0
-1.297175042,-0.725742815,-1.577780377,-1.301060558,-0.277384415,0
-1.385358594,-0.425640914,-2.253465507,-1.486835973,1.330759748,0
-0.342546665,-1.232467576,-0.91000369,-0.777385092,-1.306273389,0
-0.886094579,-0.193671944,-1.030577037,-2.731622306,0.853160665,0
1.17651359,-1.066788779,-0.957337511,-0.241786748,1.279361555,0
-0.601149765,-1.144249972,-1.328453103,-1.800595882,1.528850736,0
-1.441348349,0.372123193,-2.778100226,-0.368322536,-1.20441498,0
-0.787626534,0.91481749,-2.482643753,-2.106164934,0.332647145,0
-1.28110758,0.23327568,-2.264874838,-1.009058748,-1.062862028,0
-0.807078922,-0.832930742,-1.18679613,-2.217147309,1.2696482,0
-1.552411928,-0.505857372,-2.065248502,-0.877058539,-0.397692819,0
-1.84555842,-0.231690692,-3.065210484,-0.017397819,0.188491408,0
-1.196337179,-1.096329197,-1.866287237,-0.356156021,-0.914728761,0
-1.754019356,0.129025755,-2.860437248,-0.230767039,-0.60480799,0
-0.766819884,-0.236703048,-0.24469406,-2.953582985,0.298371689,0
-1.172530716,-0.1699377,-1.474860838,-2.180522155,0.472552361,0
-0.964933108,-1.111356806,-1.970786826,-1.164962232,1.505121253,0
-0.401504277,1.234625778,-3.116824012,-1.992707338,0.613646135,0
-1.661778564,-0.423811107,-3.046605789,-0.200560906,0.941311556,0
1.798653164,-0.481995111,-0.160657842,-0.113796296,-0.0644149,0
-0.378658855,1.08652392,-2.836047652,-2.264081222,0.597780031,0
1.160385593,-0.899259353,-1.07831411,-0.00072067,1.443358995,0
-0.127743424,-1.317685911,-0.859720503,-0.591235495,-1.366784365,0
-0.82307679,-0.238158049,-1.088809534,-2.801407183,1.155697117,0
-0.457436091,-1.097524167,-0.557925686,-2.208599134,0.754237647,0
0.683947788,-0.178877529,-2.921548624,-3.057321636,-0.775064142,0
-0.662807651,-0.132495822,-1.210996946,-1.650794764,-1.566997133,0
-1.152794759,-0.498059044,-1.785178208,-1.994348623,1.336676685,0
-1.179429626,-1.274546005,-1.887590932,-0.888390116,0.604788535,0
-0.70689954,-1.354366882,-1.133527787,-1.511908386,0.533768369,0
-0.634333564,-0.927288375,-0.899227903,-1.235958395,-1.18423197,0
-1.574588628,-0.452932209,-2.058628717,-1.090585192,-0.036211159,0
1.142404134,-0.953029698,-0.052067996,-1.477762544,1.174188348,0
-1.205585295,-0.056494661,-1.71077266,-2.174725455,0.739511432,0
-0.193109909,-0.832666763,-0.201589465,-2.770608062,1.358490777,0
-0.523887812,-1.020996685,-0.79985554,-1.20978204,-1.165248091,0
-0.265638282,0.864235605,-2.722380315,-1.690025443,-1.13539964,0
-0.473234426,-1.551882184,-1.454799298,-0.128906508,-1.052876248,0
1.480104575,-0.891617285,-0.433343136,-0.574133062,0.913631237,0
-1.512738049,0.601928956,-2.794518573,-1.261942964,0.537985671,0
-0.485508404,-1.545031146,-1.868073984,-0.574530207,1.250280272,0
-0.854574933,-0.640413653,-0.989807653,-1.559994905,-0.960631745,0
-0.912153698,0.597762674,-2.677238001,-0.87844185,-1.554123375,0
-1.019156775,0.497673575,-1.946734435,-1.924652678,-0.349219258,0
0.130716843,0.489810789,-1.885578594,-2.534803354,-1.289897479,0
-1.530692847,-0.271423957,-2.382718831,-0.370832087,-1.063387767,0
0.01979472,0.449341606,-1.873040346,-2.376831962,-1.447544269,0
0.223212546,0.552993539,-1.885545772,-2.705414271,-1.041936179,0
-0.887871666,-0.88749705,-1.032379249,-2.08085243,0.688543242,0
-0.325520268,-1.593703701,-1.147352605,-1.236729388,0.761153443,0
0.13740282,-1.664420123,-0.932369733,-1.111733408,0.701495367,0
-0.669039528,0.436555905,-1.236819477,-2.975640396,0.496697983,0
-1.326591591,0.601629558,-2.796694607,-0.623980985,-1.086921249,0
-0.737982108,-1.018206322,-0.825440141,-2.060444235,0.54816509,0
-0.750525238,1.116209492,-3.047500933,-1.904205115,0.907962437,0
-1.3591261,-0.463070463,-2.133006355,-0.44141525,-1.261096875,0
-1.168461274,-0.886211262,-1.869135746,-1.492080262,1.251900467,0
-0.633856848,0.015627153,-0.092696795,-2.687620834,-0.919404168,0
0.234586118,0.656094676,-3.133100257,-1.835752872,-1.365854878,0
-0.909079737,-1.407668782,-1.433577674,-1.090851423,0.226005931,0
1.578212247,-0.603412626,-0.585345785,-0.126368292,0.992295097,0
0.925917261,-1.243018229,-0.953528566,-0.602056834,1.421843645,0
0.605267473,0.133435132,-2.856066706,-2.739031239,-0.967391098,0
0.467713891,0.188788212,-3.088588728,-2.384484988,-1.331435952,0
1.09977056,-1.138671098,-0.240941094,-0.361673396,-1.005358005,0
1.629759855,0.21097221,-0.09963118,-0.169789977,1.127200231,0
-0.218993357,0.532356551,-0.289865463,-2.974350486,-1.389920718,0
0.192357878,0.973572144,-2.94970877,-2.498106485,0.305423583,0
-1.42367404,0.700593757,-2.953272087,-1.323032493,0.874503391,0
-1.033890995,1.15078278,-3.017136819,-1.237693766,-0.165792831,0
0.380799828,0.418088288,-2.364366541,-2.601736637,-1.132413496,0
-0.879191824,-0.133038795,-0.953589155,-2.766245231,0.705284516,0
-0.916102165,1.107804455,-2.901302382,-1.344644283,-0.36435483,0
0.284432368,-1.517405611,-1.758463282,-0.020434074,1.29866291,0
-0.875415365,0.140185755,-1.064630736,-2.730018986,0.340017535,0
-0.878040188,-1.006611397,-1.53998611,-0.494938393,-1.412480421,0
-0.23528532,-1.065399596,-0.534393177,-2.347960416,1.284527575,0
-1.388533614,0.022525707,-2.092411073,-1.117496989,-0.773405214,0
-1.472417494,0.667693937,-2.836094993,-0.759389668,-0.583971563,0
0.512461641,-1.553627023,-0.70985124,-0.391302967,-0.856591825,0
-0.775777526,-0.290137312,-0.24395101,-2.791911254,0.030902453,0
-1.255925003,-0.536723335,-1.562248804,-1.859833081,0.594035602,0
-0.662831788,-0.365129298,-0.402796994,-2.1861138,-0.936040286,0
1.254124468,-1.126328513,-0.061009312,-0.789826767,-0.319885711,0
0.228126805,0.861119035,-2.722311077,-2.700487699,0.258907859,0
-0.807861719,-0.696099246,-1.19749291,-2.37612214,1.365784696,0
1.602113238,-0.082749093,-0.355123179,-0.083605596,1.191030971,0
-0.474450595,0.444567504,-1.183454688,-2.474212175,-0.955502856,0
-1.330919579,-1.024415968,-1.852592278,-0.66611792,-0.48972953,0
-0.740573915,0.251718331,-1.440794729,-1.993963065,-1.065268225,0
-0.433940063,0.909489937,-2.426065077,-2.022098971,-0.54505027,0
-0.565805625,-1.398423179,-0.961464291,-1.533498229,0.385724191,0
-0.551656982,-1.456417171,-1.508114093,-1.186993908,1.222425293,0
-0.899705667,0.367708339,-1.752896741,-2.609004552,0.818487512,0
0.320798904,-1.64822452,-0.657095007,-0.993198873,-0.015107147,0
-0.389061697,-1.32986231,-1.1083644,-0.524292921,-1.300262967,0
0.317273079,0.773367159,-2.638213798,-2.834241924,0.229009647,0
0.525823985,-1.423727268,-0.357184426,-0.871956292,-0.729521786,0
-0.054677069,0.548160416,-2.344751163,-2.061562414,-1.433283998,0
-0.013145196,0.810683237,-2.068116366,-2.874111365,0.087103883,0
0.045753266,0.664896691,-2.988627577,-1.704638987,-1.534378551,0
-0.263360291,-0.937913734,-0.238262262,-1.625792502,-1.070796909,0
-0.591822643,0.428064295,-2.093848049,-1.600671877,-1.521584718,0
-0.062857268,-1.498350172,-0.783528844,-1.56360624,0.858488723,0
-0.837994518,-1.267714106,-1.492349369,-1.444262861,1.061197585,0
-1.221108831,-0.496488659,-1.969669066,-0.550160234,-1.406224657,0
-0.780884031,-1.578258496,-2.166502531,-0.158092855,0.781237708,0
-0.189300368,-1.848984485,-1.552366538,-0.114220212,-0.123308526,0
-0.738777337,0.830802158,-2.361178737,-1.813916013,-0.565941705,0
-1.304364786,-0.183420763,-1.879572362,-1.142221622,-0.902135377,0
1.154126183,-1.279801993,-0.432539042,-0.900417739,0.703817484,0
0.882091989,-1.213659538,-1.017114239,-0.565449528,1.52994485,0
1.211056694,-1.27790668,-0.379395181,-0.40233666,-0.461899216,0
-0.55627161,0.540092938,-1.740016605,-2.140714358,-0.939231509,0
-0.850247024,-1.36315529,-1.739203237,-0.07024734,-1.119537383,0
-0.349459801,1.116221157,-2.812894447,-1.898986344,-0.287002373,0
1.272106322,-1.123898965,-0.816507704,-0.324397978,1.018109735,0
-0.897624424,0.636873432,-2.637468682,-2.286991235,1.439712424,0
-1.404942821,-1.095615167,-2.199024004,-0.665096702,0.579680486,0
-0.602147164,-0.125844713,-0.150348151,-2.482616611,-1.038480411,0
0.545016791,0.104494504,-1.919090011,-2.98342278,-1.517046974,0
-1.383398948,0.661503721,-2.592530209,-1.371113898,0.041808479,0
